Time (min)	Value (mAU)
7.25	0.16838
7.251667	0.169375
7.253333	0.171135
7.255	0.172783
7.256667	0.173429
7.258333	0.171908
7.26	0.167775
7.261667	0.162018
7.263333	0.156316
7.265	0.15188
7.266667	0.148897
7.268333	0.146976
7.27	0.145639
7.271667	0.144179
7.273333	0.142017
7.275	0.139255
7.276667	0.136091
7.278333	0.132502
7.28	0.129304
7.281667	0.128211
7.283333	0.130007
7.285	0.133781
7.286667	0.138092
7.288333	0.142113
7.29	0.145877
7.291667	0.149794
7.293333	0.153942
7.295	0.157987
7.296667	0.161572
7.298333	0.164215
7.3	0.165196
7.301667	0.164328
7.303333	0.162335
7.305	0.159707
7.306667	0.155904
7.308333	0.150522
7.31	0.144508
7.311667	0.139415
7.313333	0.136132
7.315	0.134967
7.316667	0.13596
7.318333	0.138245
7.32	0.139973
7.321667	0.139713
7.323333	0.137596
7.325	0.134685
7.326667	0.131951
7.328333	0.130251
7.33	0.130229
7.331667	0.131524
7.333333	0.132537
7.335	0.131654
7.336667	0.128882
7.338333	0.12561
7.34	0.122891
7.341667	0.12104
7.343333	0.120597
7.345	0.122067
7.346667	0.124589
7.348333	0.126186
7.35	0.12559
7.351667	0.123314
7.353333	0.120982
7.355	0.119779
7.356667	0.119525
7.358333	0.119267
7.36	0.118395
7.361667	0.116965
7.363333	0.115274
7.365	0.113339
7.366667	0.111198
7.368333	0.109768
7.37	0.110197
7.371667	0.112125
7.373333	0.113649
7.375	0.113286
7.376667	0.111538
7.378333	0.110267
7.38	0.110878
7.381667	0.113327
7.383333	0.116304
7.385	0.118125
7.386667	0.117932
7.388333	0.116038
7.39	0.113328
7.391667	0.110654
7.393333	0.108612
7.395	0.107806
7.396667	0.108617
7.398333	0.110324
7.4	0.111477
7.401667	0.111148
7.403333	0.109404
7.405	0.107066
7.406667	0.105021
7.408333	0.103527
7.41	0.102257
7.411667	0.100981
7.413333	0.100246
7.415	0.101135
7.416667	0.103953
7.418333	0.107434
7.42	0.10978
7.421667	0.110409
7.423333	0.10996
7.425	0.108789
7.426667	0.106799
7.428333	0.104427
7.43	0.102224
7.431667	0.100094
7.433333	0.098048
7.435	0.096877
7.436667	0.097515
7.438333	0.100066
7.44	0.103378
7.441667	0.105629
7.443333	0.105819
7.445	0.104654
7.446667	0.10368
7.448333	0.104034
7.45	0.105987
7.451667	0.108804
7.453333	0.11101
7.455	0.111261
7.456667	0.109257
7.458333	0.105722
7.46	0.10143
7.461667	0.096842
7.463333	0.092315
7.465	0.088003
7.466667	0.084078
7.468333	0.081213
7.47	0.08048
7.471667	0.082536
7.473333	0.086745
7.475	0.09116
7.476667	0.09372
7.478333	0.093807
7.48	0.092656
7.481667	0.092215
7.483333	0.093693
7.485	0.096745
7.486667	0.099588
7.488333	0.10049
7.49	0.099391
7.491667	0.097386
7.493333	0.095223
7.495	0.093067
7.496667	0.0912
7.498333	0.090383
7.5	0.091164
7.501667	0.093171
7.503333	0.095628
7.505	0.097946
7.506667	0.099595
7.508333	0.100148
7.51	0.099301
7.511667	0.096758
7.513333	0.092903
7.515	0.088986
7.516667	0.085745
7.518333	0.083123
7.52	0.081534
7.521667	0.081644
7.523333	0.083081
7.525	0.084676
7.526667	0.085596
7.528333	0.085965
7.53	0.086713
7.531667	0.088299
7.533333	0.089978
7.535	0.091062
7.536667	0.091656
7.538333	0.091833
7.54	0.091639
7.541667	0.091872
7.543333	0.09349
7.545	0.096083
7.546667	0.097649
7.548333	0.096419
7.55	0.092896
7.551667	0.08932
7.553333	0.087145
7.555	0.086053
7.556667	0.084949
7.558333	0.082922
7.56	0.079883
7.561667	0.076906
7.563333	0.075603
7.565	0.076641
7.566667	0.079013
7.568333	0.081185
7.57	0.082233
7.571667	0.081782
7.573333	0.080066
7.575	0.077833
7.576667	0.075647
7.578333	0.07382
7.58	0.072684
7.581667	0.07254
7.583333	0.07331
7.585	0.074268
7.586667	0.074376
7.588333	0.072943
7.59	0.069929
7.591667	0.066018
7.593333	0.062556
7.595	0.060677
7.596667	0.060331
7.598333	0.061014
7.6	0.062693
7.601667	0.065115
7.603333	0.067519
7.605	0.069312
7.606667	0.070013
7.608333	0.069183
7.61	0.067061
7.611667	0.064488
7.613333	0.061915
7.615	0.059134
7.616667	0.056186
7.618333	0.05391
7.62	0.053256
7.621667	0.054179
7.623333	0.055361
7.625	0.055439
7.626667	0.05441
7.628333	0.053656
7.63	0.054677
7.631667	0.057773
7.633333	0.062119
7.635	0.066584
7.636667	0.070069
7.638333	0.071907
7.64	0.072111
7.641667	0.070858
7.643333	0.068171
7.645	0.064468
7.646667	0.060944
7.648333	0.058842
7.65	0.058356
7.651667	0.058644
7.653333	0.058832
7.655	0.058606
7.656667	0.057781
7.658333	0.05586
7.66	0.052744
7.661667	0.049538
7.663333	0.048008
7.665	0.04918
7.666667	0.052286
7.668333	0.055189
7.67	0.055935
7.671667	0.053707
7.673333	0.049065
7.675	0.04349
7.676667	0.038091
7.678333	0.033314
7.68	0.029679
7.681667	0.027738
7.683333	0.027607
7.685	0.028791
7.686667	0.030458
7.688333	0.03207
7.69	0.033695
7.691667	0.03572
7.693333	0.038259
7.695	0.040813
7.696667	0.042825
7.698333	0.044292
7.7	0.045188
7.701667	0.044912
7.703333	0.043218
7.705	0.040985
7.706667	0.039489
7.708333	0.039369
7.71	0.040242
7.711667	0.04099
7.713333	0.040743
7.715	0.039455
7.716667	0.03738
7.718333	0.034784
7.72	0.032313
7.721667	0.030797
7.723333	0.030538
7.725	0.031176
7.726667	0.032187
7.728333	0.033076
7.73	0.033218
7.731667	0.032101
7.733333	0.029903
7.735	0.027438
7.736667	0.025602
7.738333	0.025134
7.74	0.026214
7.741667	0.028104
7.743333	0.029922
7.745	0.031497
7.746667	0.033156
7.748333	0.035039
7.75	0.036713
7.751667	0.037221
7.753333	0.035743
7.755	0.032533
7.756667	0.028963
7.758333	0.026371
7.76	0.025123
7.761667	0.025063
7.763333	0.026354
7.765	0.029165
7.766667	0.033011
7.768333	0.036885
7.77	0.03986
7.771667	0.041445
7.773333	0.041384
7.775	0.039499
7.776667	0.036102
7.778333	0.032141
7.78	0.028695
7.781667	0.026747
7.783333	0.027047
7.785	0.029541
7.786667	0.033407
7.788333	0.037847
7.79	0.042507
7.791667	0.04724
7.793333	0.051752
7.795	0.055412
7.796667	0.057462
7.798333	0.057671
7.8	0.056609
7.801667	0.054947
7.803333	0.052928
7.805	0.050815
7.806667	0.049099
7.808333	0.047901
7.81	0.046633
7.811667	0.044409
7.813333	0.040774
7.815	0.035921
7.816667	0.030469
7.818333	0.025651
7.82	0.022895
7.821667	0.022388
7.823333	0.023116
7.825	0.024445
7.826667	0.026431
7.828333	0.02892
7.83	0.031343
7.831667	0.033171
7.833333	0.034055
7.835	0.034026
7.836667	0.033766
7.838333	0.034082
7.84	0.035215
7.841667	0.036996
7.843333	0.03924
7.845	0.041416
7.846667	0.042287
7.848333	0.040626
7.85	0.036381
7.851667	0.030981
7.853333	0.026457
7.855	0.024268
7.856667	0.024813
7.858333	0.027376
7.86	0.030461
7.861667	0.032717
7.863333	0.033489
7.865	0.03272
7.866667	0.030696
7.868333	0.027738
7.87	0.024562
7.871667	0.02278
7.873333	0.023742
7.875	0.026674
7.876667	0.029043
7.878333	0.029311
7.88	0.028547
7.881667	0.028677
7.883333	0.02993
7.885	0.031036
7.886667	0.031338
7.888333	0.031363
7.89	0.031781
7.891667	0.032972
7.893333	0.035018
7.895	0.037077
7.896667	0.0375
7.898333	0.035555
7.9	0.032159
7.901667	0.028587
7.903333	0.025643
7.905	0.023439
7.906667	0.021238
7.908333	0.018611
7.91	0.016335
7.911667	0.015471
7.913333	0.016416
7.915	0.018614
7.916667	0.020624
7.918333	0.021297
7.92	0.021036
7.921667	0.021259
7.923333	0.022794
7.925	0.025294
7.926667	0.028043
7.928333	0.030689
7.93	0.03286
7.931667	0.033868
7.933333	0.03351
7.935	0.03227
7.936667	0.030644
7.938333	0.029183
7.94	0.028181
7.941667	0.026931
7.943333	0.025133
7.945	0.024321
7.946667	0.025821
7.948333	0.028551
7.95	0.030259
7.951667	0.029717
7.953333	0.027255
7.955	0.023928
7.956667	0.020575
7.958333	0.017691
7.96	0.015856
7.961667	0.015711
7.963333	0.017354
7.965	0.020173
7.966667	0.023259
7.968333	0.025651
7.97	0.026616
7.971667	0.026157
7.973333	0.025032
7.975	0.024287
7.976667	0.024597
7.978333	0.025597
7.98	0.026393
7.981667	0.026844
7.983333	0.027448
7.985	0.028375
7.986667	0.029233
7.988333	0.029319
7.99	0.028206
7.991667	0.026618
7.993333	0.026094
7.995	0.027336
7.996667	0.029565
7.998333	0.031588
8	0.032879
8.001667	0.033867
8.003333	0.035502
8.005	0.038278
8.006667	0.041499
8.008333	0.043742
8.01	0.044283
8.011667	0.043916
8.013333	0.044172
8.015	0.045638
8.016667	0.047143
8.018333	0.046949
8.02	0.044684
8.021667	0.041661
8.023333	0.03981
8.025	0.040603
8.026667	0.044232
8.028333	0.049637
8.03	0.05556
8.031667	0.061174
8.033333	0.065476
8.035	0.067086
8.036667	0.06568
8.038333	0.062627
8.04	0.059481
8.041667	0.056792
8.043333	0.054495
8.045	0.052567
8.046667	0.05093
8.048333	0.049382
8.05	0.048128
8.051667	0.047609
8.053333	0.047826
8.055	0.048708
8.056667	0.05052
8.058333	0.053299
8.06	0.056412
8.061667	0.058923
8.063333	0.060388
8.065	0.061408
8.066667	0.063035
8.068333	0.065303
8.07	0.066982
8.071667	0.066995
8.073333	0.065638
8.075	0.06431
8.076667	0.064457
8.078333	0.066801
8.08	0.070801
8.081667	0.074769
8.083333	0.07708
8.085	0.077234
8.086667	0.076189
8.088333	0.076066
8.09	0.078903
8.091667	0.085251
8.093333	0.093953
8.095	0.102987
8.096667	0.110366
8.098333	0.114723
8.1	0.115675
8.101667	0.11387
8.103333	0.110696
8.105	0.107737
8.106667	0.106113
8.108333	0.105894
8.11	0.106181
8.111667	0.106199
8.113333	0.10625
8.115	0.107189
8.116667	0.109155
8.118333	0.1115
8.12	0.113763
8.121667	0.116312
8.123333	0.120158
8.125	0.125727
8.126667	0.131747
8.128333	0.136183
8.13	0.138177
8.131667	0.138568
8.133333	0.138877
8.135	0.140305
8.136667	0.143188
8.138333	0.146801
8.14	0.149975
8.141667	0.151785
8.143333	0.151927
8.145	0.151233
8.146667	0.151378
8.148333	0.153812
8.15	0.159179
8.151667	0.166995
8.153333	0.175748
8.155	0.184051
8.156667	0.191704
8.158333	0.198977
8.16	0.205375
8.161667	0.210054
8.163333	0.21302
8.165	0.215346
8.166667	0.218397
8.168333	0.223022
8.17	0.229327
8.171667	0.236933
8.173333	0.245315
8.175	0.253744
8.176667	0.261206
8.178333	0.266902
8.18	0.270921
8.181667	0.274199
8.183333	0.277718
8.185	0.282224
8.186667	0.288375
8.188333	0.296137
8.19	0.304348
8.191667	0.311374
8.193333	0.316223
8.195	0.319214
8.196667	0.321545
8.198333	0.324468
8.2	0.328793
8.201667	0.334552
8.203333	0.341018
8.205	0.34744
8.206667	0.353687
8.208333	0.359941
8.21	0.366129
8.211667	0.372161
8.213333	0.378493
8.215	0.385946
8.216667	0.395144
8.218333	0.406233
8.22	0.418472
8.221667	0.430152
8.223333	0.440119
8.225	0.449197
8.226667	0.459054
8.228333	0.470503
8.23	0.483332
8.231667	0.496618
8.233333	0.509278
8.235	0.520948
8.236667	0.532071
8.238333	0.543094
8.24	0.553782
8.241667	0.563496
8.243333	0.572303
8.245	0.581282
8.246667	0.591502
8.248333	0.60333
8.25	0.616703
8.251667	0.631276
8.253333	0.64623
8.255	0.66058
8.256667	0.67387
8.258333	0.686259
8.26	0.697956
8.261667	0.709037
8.263333	0.719816
8.265	0.73111
8.266667	0.743933
8.268333	0.759232
8.27	0.77782
8.271667	0.799485
8.273333	0.822126
8.275	0.843073
8.276667	0.86146
8.278333	0.878746
8.28	0.897082
8.281667	0.917432
8.283333	0.939295
8.285	0.962058
8.286667	0.985612
8.288333	1.009548
8.29	1.033139
8.291667	1.056007
8.293333	1.078129
8.295	1.100193
8.296667	1.123971
8.298333	1.150967
8.3	1.18094
8.301667	1.212604
8.303333	1.245136
8.305	1.278226
8.306667	1.311593
8.308333	1.345447
8.31	1.38068
8.311667	1.417967
8.313333	1.457086
8.315	1.497338
8.316667	1.53838
8.318333	1.580184
8.32	1.622669
8.321667	1.666022
8.323333	1.710501
8.325	1.755619
8.326667	1.800573
8.328333	1.845404
8.33	1.890985
8.331667	1.938305
8.333333	1.987949
8.335	2.039908
8.336667	2.09423
8.338333	2.151591
8.34	2.212417
8.341667	2.275874
8.343333	2.3402
8.345	2.403694
8.346667	2.465662
8.348333	2.527133
8.35	2.59038
8.351667	2.657476
8.353333	2.729366
8.355	2.805712
8.356667	2.885343
8.358333	2.966932
8.36	3.049279
8.361667	3.13163
8.363333	3.214382
8.365	3.299091
8.366667	3.387121
8.368333	3.478578
8.37	3.572671
8.371667	3.668545
8.373333	3.765707
8.375	3.863943
8.376667	3.963289
8.378333	4.063956
8.38	4.166275
8.381667	4.271135
8.383333	4.379635
8.385	4.492025
8.386667	4.607679
8.388333	4.726086
8.39	4.84756
8.391667	4.972599
8.393333	5.100587
8.395	5.22998
8.396667	5.359929
8.398333	5.490727
8.4	5.622779
8.401667	5.756658
8.403333	5.893685
8.405	6.034732
8.406667	6.179143
8.408333	6.325885
8.41	6.474544
8.411667	6.624704
8.413333	6.775934
8.415	6.928656
8.416667	7.083705
8.418333	7.241167
8.42	7.400642
8.421667	7.56231
8.423333	7.727016
8.425	7.895553
8.426667	8.068102
8.428333	8.2441
8.43	8.422233
8.431667	8.600612
8.433333	8.778009
8.435	8.954804
8.436667	9.131983
8.438333	9.310253
8.44	9.49044
8.441667	9.673294
8.443333	9.858595
8.445	10.045186
8.446667	10.232051
8.448333	10.41921
8.45	10.607231
8.451667	10.796059
8.453333	10.985088
8.455	11.174169
8.456667	11.363805
8.458333	11.554427
8.46	11.74593
8.461667	11.937962
8.463333	12.130119
8.465	12.321877
8.466667	12.512998
8.468333	12.703625
8.47	12.893416
8.471667	13.081186
8.473333	13.265631
8.475	13.446229
8.476667	13.623746
8.478333	13.79961
8.48	13.974377
8.481667	14.146873
8.483333	14.315048
8.485	14.477901
8.486667	14.636237
8.488333	14.791468
8.49	14.944373
8.491667	15.095342
8.493333	15.244796
8.495	15.392596
8.496667	15.537649
8.498333	15.678361
8.5	15.813183
8.501667	15.940861
8.503333	16.060834
8.505	16.173698
8.506667	16.280819
8.508333	16.3833
8.51	16.481447
8.511667	16.575081
8.513333	16.663833
8.515	16.746747
8.516667	16.822501
8.518333	16.890536
8.52	16.951412
8.521667	17.006067
8.523333	17.054891
8.525	17.097336
8.526667	17.132748
8.528333	17.161331
8.53	17.183797
8.531667	17.2007
8.533333	17.212473
8.535	17.219211
8.536667	17.220083
8.538333	17.21382
8.54	17.199947
8.541667	17.17906
8.543333	17.152204
8.545	17.120169
8.546667	17.083086
8.548333	17.040606
8.55	16.992135
8.551667	16.937015
8.553333	16.875115
8.555	16.806929
8.556667	16.732981
8.558333	16.653726
8.56	16.569618
8.561667	16.480764
8.563333	16.386974
8.565	16.288148
8.566667	16.184175
8.568333	16.074625
8.57	15.959189
8.571667	15.838642
8.573333	15.715082
8.575	15.590702
8.576667	15.466026
8.578333	15.339758
8.58	15.209999
8.581667	15.075167
8.583333	14.934784
8.585	14.790292
8.586667	14.64443
8.588333	14.499209
8.59	14.354831
8.591667	14.210325
8.593333	14.064379
8.595	13.915916
8.596667	13.764648
8.598333	13.611043
8.6	13.455994
8.601667	13.300454
8.603333	13.144699
8.605	12.98836
8.606667	12.831623
8.608333	12.675459
8.61	12.520519
8.611667	12.366901
8.613333	12.214724
8.615	12.064193
8.616667	11.915407
8.618333	11.767997
8.62	11.620964
8.621667	11.473625
8.623333	11.326399
8.625	11.180432
8.626667	11.036924
8.628333	10.896561
8.63	10.759278
8.631667	10.624824
8.633333	10.493088
8.635	10.363783
8.636667	10.236279
8.638333	10.109658
8.64	9.983389
8.641667	9.85824
8.643333	9.735941
8.645	9.617912
8.646667	9.504264
8.648333	9.393913
8.65	9.285833
8.651667	9.179609
8.653333	9.074872
8.655	8.971461
8.656667	8.869772
8.658333	8.770354
8.66	8.673751
8.661667	8.580424
8.663333	8.490139
8.665	8.401831
8.666667	8.314411
8.668333	8.227629
8.67	8.142233
8.671667	8.059434
8.673333	7.980376
8.675	7.905829
8.676667	7.835734
8.678333	7.768717
8.68	7.702618
8.681667	7.636258
8.683333	7.570305
8.685	7.506188
8.686667	7.445239
8.688333	7.38856
8.69	7.336033
8.691667	7.285772
8.693333	7.235885
8.695	7.186291
8.696667	7.138093
8.698333	7.092095
8.7	7.048679
8.701667	7.008219
8.703333	6.970887
8.705	6.936479
8.706667	6.904435
8.708333	6.873978
8.71	6.844862
8.711667	6.817658
8.713333	6.792622
8.715	6.769383
8.716667	6.748311
8.718333	6.730765
8.72	6.717674
8.721667	6.709103
8.723333	6.704517
8.725	6.702371
8.726667	6.700854
8.728333	6.699565
8.73	6.699613
8.731667	6.702627
8.733333	6.709648
8.735	6.720337
8.736667	6.733351
8.738333	6.747344
8.74	6.761795
8.741667	6.777623
8.743333	6.796918
8.745	6.82139
8.746667	6.851122
8.748333	6.885222
8.75	6.923065
8.751667	6.964296
8.753333	7.008497
8.755	7.055348
8.756667	7.104487
8.758333	7.155487
8.76	7.208302
8.761667	7.263248
8.763333	7.320722
8.765	7.381064
8.766667	7.444362
8.768333	7.510166
8.77	7.577701
8.771667	7.647115
8.773333	7.719971
8.775	7.797831
8.776667	7.881213
8.778333	7.969813
8.78	8.062481
8.781667	8.157377
8.783333	8.253128
8.785	8.349403
8.786667	8.446361
8.788333	8.544691
8.79	8.645802
8.791667	8.750556
8.793333	8.858106
8.795	8.966683
8.796667	9.074988
8.798333	9.182362
8.8	9.288304
8.801667	9.39293
8.803333	9.497498
8.805	9.603229
8.806667	9.709772
8.808333	9.815426
8.81	9.918582
8.811667	10.018576
8.813333	10.115723
8.815	10.210887
8.816667	10.304686
8.818333	10.397098
8.82	10.487843
8.821667	10.576757
8.823333	10.663639
8.825	10.748265
8.826667	10.830619
8.828333	10.910415
8.83	10.987005
8.831667	11.060018
8.833333	11.129166
8.835	11.194035
8.836667	11.254387
8.838333	11.30964
8.84	11.359021
8.841667	11.403014
8.843333	11.443017
8.845	11.479564
8.846667	11.512029
8.848333	11.539689
8.85	11.562939
8.851667	11.583264
8.853333	11.60146
8.855	11.616895
8.856667	11.628885
8.858333	11.637387
8.86	11.642257
8.861667	11.642707
8.863333	11.637712
8.865	11.626984
8.866667	11.61121
8.868333	11.591151
8.87	11.56716
8.871667	11.539526
8.873333	11.508201
8.875	11.472614
8.876667	11.432648
8.878333	11.389054
8.88	11.34267
8.881667	11.293591
8.883333	11.240761
8.885	11.182599
8.886667	11.118443
8.888333	11.049043
8.89	10.975457
8.891667	10.897798
8.893333	10.815766
8.895	10.729821
8.896667	10.64048
8.898333	10.547351
8.9	10.450056
8.901667	10.349127
8.903333	10.245159
8.905	10.137845
8.906667	10.026456
8.908333	9.910545
8.91	9.789782
8.911667	9.663912
8.913333	9.532934
8.915	9.397152
8.916667	9.257295
8.918333	9.11448
8.92	8.970119
8.921667	8.825435
8.923333	8.680532
8.925	8.534203
8.926667	8.384738
8.928333	8.231424
8.93	8.075493
8.931667	7.918775
8.933333	7.762012
8.935	7.605119
8.936667	7.448199
8.938333	7.292042
8.94	7.137531
8.941667	6.984332
8.943333	6.831228
8.945	6.678171
8.946667	6.527025
8.948333	6.380313
8.95	6.239972
8.951667	6.107393
8.953333	5.983608
8.955	5.86849
8.956667	5.760154
8.958333	5.656015
8.96	5.554784
8.961667	5.457387
8.963333	5.365951
8.965	5.282105
8.966667	5.206156
8.968333	5.137448
8.97	5.074926
8.971667	5.017502
8.973333	4.964796
8.975	4.917697
8.976667	4.877416
8.978333	4.843971
8.98	4.816324
8.981667	4.793599
8.983333	4.775341
8.985	4.761023
8.986667	4.750245
8.988333	4.743376
8.99	4.74119
8.991667	4.743757
8.993333	4.750072
8.995	4.758654
8.996667	4.768469
8.998333	4.779319
9	4.79137
9.001667	4.804626
9.003333	4.818746
9.005	4.833057
9.006667	4.846971
9.008333	4.860285
9.01	4.873145
9.011667	4.886118
9.013333	4.900196
9.015	4.916136
9.016667	4.933683
9.018333	4.951875
9.02	4.969816
9.021667	4.986836
9.023333	5.002362
9.025	5.01595
9.026667	5.027596
9.028333	5.037608
9.03	5.046099
9.031667	5.053126
9.033333	5.059094
9.035	5.064795
9.036667	5.070945
9.038333	5.077539
9.04	5.083914
9.041667	5.089232
9.043333	5.092884
9.045	5.094818
9.046667	5.095426
9.048333	5.094948
9.05	5.093186
9.051667	5.090154
9.053333	5.086471
9.055	5.082862
9.056667	5.079851
9.058333	5.077484
9.06	5.075084
9.061667	5.072024
9.063333	5.068469
9.065	5.064671
9.066667	5.060021
9.068333	5.053529
9.07	5.045153
9.071667	5.036111
9.073333	5.027677
9.075	5.020083
9.076667	5.012489
9.078333	5.003764
9.08	4.993561
9.081667	4.982382
9.083333	4.970381
9.085	4.957072
9.086667	4.942394
9.088333	4.927114
9.09	4.912274
9.091667	4.898642
9.093333	4.886405
9.095	4.875181
9.096667	4.864189
9.098333	4.852194
9.1	4.837694
9.101667	4.820271
9.103333	4.801347
9.105	4.782512
9.106667	4.764011
9.108333	4.745123
9.11	4.724836
9.111667	4.702408
9.113333	4.677358
9.115	4.648563
9.116667	4.614857
9.118333	4.577026
9.12	4.537852
9.121667	4.500215
9.123333	4.465511
9.125	4.432858
9.126667	4.39959
9.128333	4.363366
9.13	4.3236
9.131667	4.280721
9.133333	4.234974
9.135	4.18612
9.136667	4.13371
9.138333	4.077412
9.14	4.017341
9.141667	3.954218
9.143333	3.888835
9.145	3.821595
9.146667	3.752823
9.148333	3.682508
9.15	3.609647
9.151667	3.533006
9.153333	3.45247
9.155	3.36889
9.156667	3.282964
9.158333	3.194825
9.16	3.104295
9.161667	3.011147
9.163333	2.915054
9.165	2.815635
9.166667	2.713166
9.168333	2.608622
9.17	2.502597
9.171667	2.395008
9.173333	2.285636
9.175	2.17424
9.176667	2.060827
9.178333	1.946425
9.18	1.83293
9.181667	1.721547
9.183333	1.611721
9.185	1.502135
9.186667	1.39244
9.188333	1.283517
9.19	1.176464
9.191667	1.072065
9.193333	0.97096
9.195	0.873509
9.196667	0.779621
9.198333	0.689073
9.2	0.601551
9.201667	0.516411
9.203333	0.433045
9.205	0.351248
9.206667	0.271165
9.208333	0.19335
9.21	0.118702
9.211667	0.048086
9.213333	-0.017902
9.215	-0.078945
9.216667	-0.135034
9.218333	-0.186664
9.22	-0.234908
9.221667	-0.281119
9.223333	-0.326172
9.225	-0.369554
9.226667	-0.409301
9.228333	-0.44346
9.23	-0.471747
9.231667	-0.495533
9.233333	-0.516528
9.235	-0.535647
9.236667	-0.552948
9.238333	-0.568395
9.24	-0.581997
9.241667	-0.593132
9.243333	-0.600879
9.245	-0.605339
9.246667	-0.607642
